,int_rate,loan_amnt,annual_inc,dti,delinq_2yrs,total_acc,open_acc,pct_tl_nvr_dlq,pub_rec_bankruptcies,total_bal_ex_mort
13738,8.24%,12000,80000,13.07,0,17,12,100,0,17594
201638,9.44%,18000,102000,4.44,0,20,13,100,1,15119
246546,11.06%,10000,125000,22.84,0,37,17,94,0,60990
141291,16.02%,40000,142000,23.38,1,47,31,93,0,107714
33619,5.32%,6000,60000,28.74,0,32,21,96,0,36016
22929,11.49%,13200,58000,23.59,0,19,6,100,0,36762
205243,30.75%,10000,50000,27.53,1,10,7,90,0,60695
186149,7.97%,8500,150000,8.77,0,12,5,100,0,49302
83492,13.99%,34875,156000,23.09,1,26,16,96,0,80112
88031,15.99%,14400,41000,10.36,0,11,7,90,0,12347
173797,10.91%,10000,45000,20.96,1,16,6,87,0,33222
51966,9.93%,1000,31000,30.24,0,22,12,90,0,24058
221449,7.46%,5000,85000,13.89,0,28,17,100,0,83301
48320,15.99%,14400,82500,26.87,0,54,25,100,0,93871
162804,9.44%,10000,36000,26.3,0,19,16,100,0,17478
204311,22.91%,10000,55000,64.69,0,26,15,100,0,202734
159398,9.44%,5000,60000,11.94,0,18,11,100,1,33877
246584,24.37%,1600,28000,2.33,0,15,3,60,0,662
194798,18.45%,24000,103000,6.72,0,11,11,81,0,20289
89526,11.44%,10000,76000,11.08,0,14,11,85,0,40838
62705,5.32%,5000,43000,29.11,0,12,6,100,0,39979
183537,20.00%,8500,38000,15.82,0,22,8,95,0,20278
128777,10.42%,24000,135000,16.85,0,28,18,86,0,61956
233616,10.41%,28000,30000,4.92,0,11,8,100,0,834
32980,15.99%,30000,68577,5.27,0,6,4,100,2,12969
141930,10.42%,12000,37500,24.99,0,94,20,98,0,231403
20180,12.74%,7725,42000,22.83,0,19,8,100,0,30468
166795,9.44%,40000,95000,12.78,0,21,9,90,0,35136
47376,14.99%,1200,57000,15.24,1,20,6,90,0,29463
247872,15.02%,23925,98000,14.19,0,27,13,77,0,37992
250554,7.21%,15000,120000,20.03,0,63,25,100,0,120111
248173,19.92%,8000,24000,5.45,0,5,3,40,0,5060
126305,7.97%,25000,155000,15.85,0,36,14,97,0,125414
107623,24.85%,18000,60000,24.37,0,27,20,100,0,34732
245368,20.89%,35000,38000,45.45,0,16,5,93,1,26676
118194,13.59%,1500,15000,23.28,0,9,4,100,1,10199
248591,7.21%,22000,45000,21.52,0,20,11,100,0,23534
121551,7.07%,18000,75000,24.61,0,23,11,100,0,112085
198208,16.02%,30000,300000,19.45,1,33,12,84,0,176404
220564,14.03%,6400,24000,34.25,0,14,7,100,0,19103
117164,16.02%,25000,30000,24.72,0,30,14,93,0,23581
10357,12.74%,10200,68000,10.11,0,10,2,100,0,28730
216333,6.83%,19000,105000,12.94,0,19,9,89,0,58769
217294,10.56%,7000,27000,24.67,0,30,10,88,1,18971
44063,12.74%,17000,85000,12.57,0,17,10,100,0,29380
182376,11.99%,13275,94000,35.31,0,29,14,100,0,146893
74742,9.44%,5000,36360,29.01,0,37,20,83,0,43434
184478,7.07%,6000,56000,14.14,0,20,7,100,0,42885
188049,17.47%,35000,110000,23.22,0,18,10,100,0,112084
50167,22.74%,12000,110000,7.2,1,31,18,86,0,31154
213072,25.82%,15000,45000,22.05,0,25,17,100,0,22181
68504,7.35%,7000,40000,13.71,0,7,5,100,0,25024
245662,13.56%,14000,57254,27.29,1,38,21,97,0,91140
147879,28.72%,32000,29000,27.66,0,15,7,80,0,23050
122035,14.08%,16000,50000,14.07,0,21,11,90,0,73259
151581,21.45%,12000,85000,22.38,1,43,13,82,0,87076
125975,14.08%,3000,45000,17.28,0,36,11,100,0,25888
33361,17.99%,37875,100000,24.16,0,30,16,96,0,54892
146156,20.00%,3500,41000,23.27,0,16,6,78,0,4754
196302,5.31%,15000,55000,11.37,0,20,7,90,0,29020
131879,21.45%,16000,42000,22.69,0,17,11,100,0,28949
219858,16.46%,10000,52896,23.46,0,7,4,100,0,65280
217059,28.72%,25000,70000,22.27,0,32,8,100,0,93500
38016,13.49%,2500,41000,27.4,0,32,16,61,1,70392
197973,12.61%,8000,55000,32.93,0,14,11,100,0,53675
10723,5.32%,8000,141000,3.29,0,14,5,100,0,18938
6853,8.24%,10000,49053,8.89,0,15,8,80,0,11122
141134,7.97%,12000,75000,14.13,4,61,12,88,0,192173
208123,5.32%,14000,116800,21.89,0,43,22,95,0,109267
167841,12.62%,11200,60000,3.46,0,3,2,100,0,7115
169962,5.32%,10075,40000,32.15,0,33,19,100,0,29870
175980,10.42%,16000,96000,19.26,3,35,11,88,0,40698
195783,17.47%,6025,34000,7.41,0,8,6,100,0,3105
35952,30.89%,15000,50000,31.0,1,22,17,95,0,50617
223229,7.46%,15000,80000,5.78,0,21,10,100,0,12517
189978,15.04%,10000,38800,1.79,0,2,1,100,0,2431
23593,18.99%,32000,161000,13.71,0,9,9,100,1,61378
223020,10.41%,6000,72000,3.78,0,11,7,100,1,6635
84646,13.49%,20000,155000,12.16,0,18,7,100,0,86377
218938,14.52%,16000,97000,15.24,0,12,9,91,0,29203
66671,11.99%,12000,108000,20.13,0,35,16,97,0,71418
164296,5.32%,20000,73000,11.09,0,33,16,100,0,33706
66122,14.08%,8400,69282,12.68,0,47,17,97,1,16491
95127,11.39%,30000,95000,16.26,0,28,9,96,1,49337
103808,22.91%,8350,50000,18.57,1,22,13,86,0,22030
251644,12.73%,10000,85000,14.13,0,46,26,97,0,108633
254069,11.55%,7000,32000,17.89,0,14,10,100,0,16505
45777,18.99%,12775,65000,21.44,2,23,11,91,0,28113
181981,16.02%,30000,172789,22.51,0,32,18,90,0,156240
132738,11.99%,33600,99000,7.31,0,37,15,100,0,25385
116150,9.44%,32000,100000,14.89,0,31,8,100,0,53779
170382,10.91%,5000,45000,22.82,0,8,8,100,0,38320
212199,7.35%,10000,21000,16.63,0,27,8,100,0,7088
14537,13.99%,35000,110000,14.3,2,22,17,86,0,65156
178541,25.82%,10000,31200,35.95,0,11,8,100,0,28124
105127,10.42%,5500,30000,28.92,0,16,15,100,0,31849
129429,7.35%,7000,65040,1.85,0,14,7,92,0,3013
110027,13.59%,25000,28652,10.64,0,23,3,100,0,9404
162885,11.99%,6000,35000,14.95,0,20,14,100,0,15399
237876,18.45%,28000,123000,12.58,0,19,14,100,1,49008
132482,14.08%,5000,110000,19.5,1,20,9,95,0,62482
74286,12.62%,30000,101000,26.28,0,27,13,100,0,103125
62628,7.97%,6500,80000,32.03,0,29,18,100,0,70821
139150,18.06%,35000,156000,11.36,6,26,10,76,0,92540
228937,12.61%,16000,72776,28.96,1,20,12,95,0,48891
134956,13.59%,4000,54996,16.39,0,20,13,85,0,75183
105627,7.35%,20000,189404,7.07,0,19,10,88,0,49673
52135,11.99%,33600,120000,21.36,0,19,9,100,0,56209
145191,11.99%,16000,69456,11.71,0,18,14,88,0,8621
181263,11.99%,12000,43000,14.07,0,35,15,100,1,19069
35801,11.44%,10000,49000,10.87,0,16,6,100,0,8681
53542,9.44%,15000,80000,14.48,1,18,9,94,0,19269
156646,11.99%,31000,46000,11.77,0,10,6,100,0,10561
104258,14.08%,7125,15000,80.32,0,15,11,100,0,26648
230808,14.07%,12000,32000,2.25,0,3,3,100,0,487
255605,14.47%,10000,45000,50.88,0,53,29,100,0,80783
88011,14.99%,30600,105000,17.87,0,64,36,98,0,68487
25676,23.99%,30000,63408,19.21,0,20,17,95,0,32174
240449,7.84%,20000,80000,16.28,0,25,11,100,1,35397
37,6.99%,11000,74000,19.29,0,22,15,100,0,67544
242860,10.47%,11000,54000,8.39,0,22,10,100,0,10202
84672,10.49%,12800,75000,15.58,1,28,13,96,0,77671
187478,15.05%,12000,72200,16.24,2,7,5,71,0,32903
127716,11.99%,12000,78000,12.14,0,48,21,100,1,25999
111986,7.07%,8000,250000,17.59,1,44,15,95,0,130921
209894,13.59%,20000,110000,13.39,0,7,7,100,0,40719
103431,16.02%,16000,45000,26.93,0,31,18,96,1,62288
66121,5.32%,30000,125000,19.67,0,26,12,100,0,102852
165344,10.91%,15000,35000,3.12,0,4,2,100,0,1025
7059,8.24%,3600,40000,27.24,0,56,21,100,1,154220
170768,10.91%,10000,85000,18.06,1,21,11,61,0,55863
83978,5.32%,3000,50000,10.87,0,49,4,97,0,132134
62361,25.82%,9000,41000,16.67,0,44,15,97,0,56812
252813,11.55%,17000,59000,29.03,0,43,19,100,0,49488
224649,12.13%,10000,35000,28.16,0,20,13,100,1,32513
178149,15.05%,8000,63000,16.04,0,30,16,100,0,82971
16,5.32%,18000,205000,22.72,0,27,23,100,0,135895
201659,18.06%,20000,150000,13.13,1,17,10,76,0,37909
246536,16.91%,12000,100000,14.3,0,21,8,100,0,68436
53938,9.93%,10700,35000,29.63,0,25,17,96,0,23427
163972,14.08%,3000,42000,26.83,0,30,6,100,0,65118
191472,9.43%,15000,82500,24.77,0,64,25,61,0,237839
140606,13.59%,20000,106000,14.26,1,11,5,100,0,54788
4472,14.99%,11200,65000,24.7,0,13,11,100,1,53253
175545,10.91%,10000,59000,15.34,0,14,7,92,0,18415
58196,16.02%,21700,150000,25.08,1,33,17,97,0,144399
88316,17.99%,25000,60000,31.58,0,34,16,100,0,81279
198047,24.84%,30000,164200,29.9,0,38,12,89,0,160846
163302,9.44%,6000,40000,11.25,0,23,17,100,0,6820
61180,5.32%,10000,146089,27.62,1,59,31,98,0,199172
178053,9.93%,3200,42000,11.83,0,16,10,93,0,15392
49830,29.49%,13750,33280,24.81,0,14,10,100,0,31400
1043,16.99%,35000,70000,55.82,0,29,11,96,0,97420
1852,25.49%,22950,120000,9.77,0,23,15,91,0,31050
76682,9.44%,32000,94000,14.72,0,27,11,96,0,43395
138781,16.02%,18000,72000,18.02,1,23,8,82,0,30521
139927,21.45%,30000,70000,27.21,0,38,15,97,0,89745
32106,13.49%,7200,55000,25.69,0,45,14,100,1,143658
256889,13.56%,12000,385000,13.66,2,30,15,86,0,320271
173508,28.72%,4200,18600,17.03,1,31,3,90,0,43933
214090,19.03%,20000,118000,10.93,0,22,9,95,0,19387
142647,14.08%,15000,37000,21.12,0,21,9,65,0,50005
55294,7.07%,12000,105000,2.27,0,18,5,100,0,7028
236420,14.07%,28000,74000,18.03,0,16,8,100,0,27486
127249,19.03%,11400,43200,14.47,0,8,4,100,0,12040
116316,15.05%,20000,50000,14.64,0,6,5,100,0,19387
27865,11.49%,7200,184000,14.59,0,68,45,100,0,119379
132671,17.09%,16000,230000,6.57,2,44,5,47,0,54355
186666,7.21%,3200,65000,8.81,2,27,10,88,0,7091
252427,7.84%,5000,87000,2.48,0,29,11,100,0,13234
179452,17.09%,20000,100292,9.17,0,17,12,100,0,70161
116202,12.62%,5000,90582,9.24,0,14,11,100,0,36293
220736,12.13%,19000,57000,9.68,0,22,10,100,0,19358
147529,14.08%,21000,106000,31.45,2,54,29,93,0,86011
19667,11.39%,3000,34132,18.64,0,11,7,100,0,20095
7283,10.49%,7000,35000,15.98,1,26,10,92,0,16199
1962,16.99%,28000,120000,16.29,0,32,22,87,0,144304
205973,5.32%,12000,100000,4.5,0,18,10,100,0,10126
114382,9.93%,29000,210000,21.39,0,50,23,100,0,325439
82175,10.49%,5000,55000,6.52,0,13,9,92,0,23760
233841,9.43%,40000,143000,12.13,1,39,18,87,0,61402
179207,19.03%,10000,54000,19.8,1,26,19,96,0,47820
192645,16.01%,24000,90000,27.15,0,24,11,100,0,68901
114187,9.44%,14400,36000,4.19,0,5,4,100,0,8701
210680,20.00%,16000,42000,23.83,0,23,15,100,0,32359
2788,15.99%,6000,48000,23.2,0,22,14,86,0,30051
260026,16.14%,6000,30072,36.27,0,20,11,100,0,19842
79426,17.99%,35000,87000,25.23,2,22,10,90,0,72350
247316,6.67%,5000,135000,11.64,0,32,11,90,0,57725
225742,16.46%,16000,38000,12.29,0,6,5,100,0,5765
8374,19.99%,9000,44000,37.52,4,35,11,88,0,73249
155886,23.88%,22000,50000,14.46,0,15,11,100,0,35544
72949,14.08%,9000,55000,15.78,0,23,10,90,0,36265
189183,19.42%,27000,120000,38.59,0,47,27,100,0,277014
130476,16.02%,40000,1460000,2.35,0,26,13,96,0,102341
117927,7.21%,12800,125000,10.65,0,15,9,93,0,39411
253516,11.06%,22900,84000,32.37,1,45,29,95,0,120718
23182,14.99%,6875,45000,29.12,0,28,14,100,1,29212
154812,9.93%,15000,55000,11.26,0,44,10,100,1,52069
233231,30.75%,20500,83700,21.43,0,17,13,100,0,51407
216472,14.03%,35000,76000,10.15,0,13,8,100,0,14432
160645,17.09%,15000,49000,24.25,0,12,7,100,0,49410
124149,15.05%,9000,14768,13.17,0,29,10,100,0,2955
233651,13.58%,15000,75000,12.0,0,7,6,100,0,30836
2345,17.99%,11675,55000,5.87,0,10,6,90,0,13719
193633,16.01%,7750,36000,28.7,0,11,9,100,0,33422
23002,11.39%,10000,140000,10.59,0,52,25,100,0,210966
222674,6.83%,8000,248000,13.96,0,41,14,100,0,111100
78093,10.91%,3000,31000,27.45,0,17,8,100,1,35553
210978,12.62%,25000,100000,3.44,0,24,9,95,0,15140
256551,12.98%,4000,107000,15.31,0,43,15,86,0,120112
183791,13.59%,15000,135000,3.64,0,9,7,100,0,13286
121641,18.06%,21700,72000,25.75,0,15,10,100,0,77695
220365,11.05%,35000,88000,26.77,1,30,16,96,0,48901
15391,15.99%,18000,70964,19.94,0,37,13,100,0,64604
77937,12.74%,10000,45000,23.47,0,35,13,96,2,33467
196457,7.96%,21000,70000,26.81,0,36,14,91,0,95242
214669,7.97%,6000,60000,12.86,0,6,6,100,0,31183
233589,17.47%,15000,30000,4.2,0,7,5,100,0,1763
117779,9.44%,6500,60000,7.3,1,37,19,97,0,18736
168494,9.93%,30000,80000,19.98,0,8,4,100,0,62768
255851,13.56%,10000,70000,9.87,0,28,18,100,1,15169
249330,27.27%,25000,120000,17.21,1,34,11,94,0,39623
190161,5.31%,26000,60000,1.22,0,18,3,100,0,4123
195441,7.96%,12000,55000,19.75,0,26,9,100,1,16322
119418,17.09%,12000,60000,21.14,0,23,15,100,0,45160
13854,11.49%,8400,54000,33.24,7,39,16,78,0,145954
98371,8.24%,3425,43992,13.26,0,51,30,100,0,54685
230490,19.42%,13600,60000,15.86,0,13,7,76,0,16729
247292,10.47%,13000,65000,22.32,0,40,11,100,0,33659
79273,11.99%,6400,45000,15.95,1,7,6,85,0,3905
221260,25.81%,20000,60000,48.7,1,19,11,78,0,77866
12009,13.99%,8000,30000,33.12,0,8,6,100,0,28079
190097,10.41%,5000,41000,14.26,0,19,13,88,1,9087
31562,17.99%,5000,25000,13.35,0,15,10,85,0,4637
106559,18.06%,7500,25200,8.19,0,12,6,100,0,3711
164712,15.05%,1200,60000,17.22,1,21,8,95,0,14929
151696,9.44%,10000,60000,5.4,0,13,7,76,0,7267
186241,21.45%,12000,66500,29.29,0,24,15,100,0,35593
96893,8.24%,26525,200000,31.93,1,38,11,97,0,76888
201511,13.59%,18000,105000,12.3,0,26,14,92,0,74031
250371,11.06%,12000,22100,59.8,0,30,17,100,1,70393
208750,18.06%,10000,40000,11.37,0,4,2,100,0,9269
135727,10.91%,5000,80000,5.21,1,10,6,70,0,89986
227034,14.07%,11000,43000,33.66,0,18,10,100,0,41197
145410,13.59%,6000,54000,13.16,0,13,8,100,1,21388
27258,23.99%,5000,65000,31.81,0,20,6,95,1,157100
172196,11.99%,12000,68000,22.66,0,22,12,82,2,49512
187791,6.07%,15000,86000,9.66,0,26,13,100,0,13848
145624,16.02%,15000,55000,16.65,0,20,10,88,0,21181
87590,29.49%,3000,90000,20.63,1,51,10,92,0,79612
38564,15.99%,15000,48000,9.24,1,60,23,76,0,11232
6916,18.99%,5500,110000,16.1,0,29,10,92,0,34516
196273,7.96%,17675,64500,36.43,1,36,10,81,0,113594
251237,11.55%,35000,97000,7.16,0,10,2,100,0,20586
206088,17.09%,2500,80000,12.35,0,35,14,85,0,74870
63446,15.05%,35950,55000,30.96,0,22,13,100,0,83592
216586,13.06%,20000,130000,16.36,1,23,10,82,0,70901
54025,11.99%,16000,90000,23.6,0,26,18,96,0,376887
213151,10.42%,17000,112000,18.03,0,18,7,100,1,49532
42958,13.49%,10425,29000,15.77,1,26,13,92,1,9215
86194,18.99%,28000,103000,20.27,1,35,15,94,0,51160
21119,14.99%,12000,60000,11.41,0,13,10,100,0,11934
246078,12.73%,28000,71493,16.25,0,30,9,73,0,32925
165104,7.97%,10000,36000,25.4,0,17,12,100,0,32240
175589,14.08%,10000,25008,24.81,0,34,16,100,1,19947
190979,10.41%,8000,51000,15.25,3,21,10,66,0,21206
166955,5.32%,25000,60000,10.76,0,23,8,100,0,21562
73310,20.00%,14000,65000,9.55,1,36,13,96,0,11197
35776,13.49%,5000,40000,0.75,1,7,3,85,1,2647
243900,16.14%,20000,100000,14.48,0,22,13,100,0,50300
200612,19.03%,5000,80000,18.92,0,14,10,92,0,36206
238738,10.41%,8400,42000,22.0,0,14,8,100,0,24588
259522,20.89%,18000,57000,19.85,0,26,9,100,0,112312
88806,18.99%,2800,28000,6.99,0,16,4,75,0,2743
255932,16.14%,19500,18345,65.25,0,20,15,100,0,33573
141001,12.62%,18000,75000,17.17,1,18,8,88,0,24261
46229,13.99%,25000,160000,16.51,0,30,18,90,0,108378
192885,6.07%,10000,45000,10.8,0,15,7,100,0,10817
218190,12.13%,5300,52000,26.73,0,16,7,100,1,34444
181177,9.44%,6000,105540,23.87,1,41,16,95,0,85835
14016,15.99%,19950,43412,14.04,0,13,6,100,0,17953
76095,7.97%,25000,210000,17.81,1,22,9,76,0,70085
164998,13.59%,6000,56000,14.77,0,24,17,100,0,26621
45063,12.74%,20000,65000,15.82,0,12,8,100,1,26862
108220,9.44%,10000,50000,22.52,0,27,16,92,0,35015
203509,9.93%,38000,144930,14.54,0,28,11,100,0,88496
210451,7.35%,20000,100000,21.87,0,27,19,100,0,69203
44303,8.24%,9600,53000,20.79,0,12,12,100,0,76983
150894,10.42%,9600,40000,42.58,0,31,13,100,0,78945
39438,15.99%,20000,97000,10.71,0,15,13,100,0,29965
237791,7.96%,7500,30000,3.24,1,13,7,92,0,2913
166673,12.62%,10000,55000,21.36,0,14,6,100,0,42448
57940,7.07%,10000,50000,12.51,0,7,4,85,0,7186
161362,12.62%,8000,82000,25.74,0,47,18,97,1,83378
161234,6.72%,5000,51000,15.0,0,19,9,100,0,52392
88685,11.39%,6000,45000,9.04,0,31,12,67,0,85097
126599,14.08%,14000,108000,16.77,1,11,6,72,0,99701
218597,16.46%,10000,50000,20.52,0,13,8,92,0,38571
262067,12.73%,2000,33000,32.04,0,11,8,100,0,20386
219683,9.43%,10000,57600,11.38,0,12,8,100,0,30362
193078,18.45%,4000,39000,2.36,0,9,6,87,0,26087
246742,14.47%,8000,107000,14.88,1,18,8,88,0,45057
225852,8.08%,5500,100000,11.74,1,26,15,65,0,28050
185089,11.99%,3500,160000,15.99,0,30,13,85,0,87043
59235,7.97%,24000,128000,28.31,0,31,15,93,0,125726
56877,5.32%,3200,42000,25.06,0,23,9,100,0,21425
32702,13.49%,20000,150000,14.04,1,35,12,97,0,51812
89878,13.99%,1000,48000,32.1,0,27,6,92,0,53625
21218,11.49%,25000,78000,22.06,0,33,17,100,0,119274
106961,7.07%,20000,93500,37.13,0,38,23,100,0,139257
217235,25.81%,30000,90000,10.92,2,15,3,86,0,63419
39009,16.99%,30000,110000,14.94,0,37,19,100,1,75182
86780,11.44%,11200,28000,16.82,0,12,4,83,0,15681
6568,11.44%,10000,45000,29.5,2,18,7,55,0,30998
76104,12.62%,11000,31000,19.05,0,35,17,97,0,11523
19959,11.49%,9600,50000,16.69,0,17,14,93,0,225318
262867,10.08%,10000,35628,20.61,0,22,9,100,0,16672
121491,10.42%,36000,200000,6.59,0,58,31,100,0,465285
146986,7.07%,40000,180000,15.3,1,33,15,93,0,37139
169522,16.02%,32225,77644,16.99,2,18,12,78,0,30094
128488,9.93%,16000,60000,21.21,0,20,9,95,0,32259
214269,9.44%,40000,160000,18.78,0,22,8,100,0,135548
77057,15.05%,12000,40000,33.1,0,22,10,95,0,46178
121535,29.69%,33375,235000,6.38,0,31,10,100,1,49005
59881,16.02%,10500,56458,14.9,0,17,12,100,0,22967
54058,14.08%,15000,45000,18.75,0,20,13,80,0,53693
243663,27.27%,25000,94000,23.32,0,29,14,100,0,57191
124456,30.79%,20000,41000,24.88,0,17,6,100,0,32158
167215,22.91%,5675,36000,68.95,0,27,9,100,0,69351
99878,15.05%,15000,46000,27.18,2,16,5,87,0,67005
161189,7.97%,8500,45000,22.03,0,46,18,100,0,34950
153513,12.62%,13000,70000,22.58,1,20,11,95,0,27991
33227,8.24%,25600,95000,8.3,0,24,11,95,0,32864
2684,18.99%,14700,89000,23.29,0,22,11,100,0,55557
21297,8.24%,10000,70000,7.83,0,32,22,96,0,54776
171670,11.99%,17000,140000,8.95,0,30,15,89,0,40977
173371,15.05%,17100,45000,8.42,2,22,9,90,0,17675
150397,7.97%,4800,35000,9.67,0,20,9,100,0,11365
195769,12.61%,4075,40000,32.01,0,28,21,89,0,39709
1369,11.44%,10000,45000,16.8,0,10,9,100,1,15384
28012,15.99%,20000,65000,4.76,0,11,2,100,0,9070
164847,10.42%,10000,41000,7.07,0,20,16,100,0,38892
195142,11.99%,20000,40000,55.78,0,30,18,100,0,61138
234938,9.92%,5000,150000,3.66,0,6,4,100,0,17233
111113,15.05%,35000,106000,11.72,1,22,9,86,0,56418
68357,7.35%,15000,72000,6.1,0,31,14,100,0,12560
99095,15.99%,30000,14000,62.78,0,13,6,92,1,19141
60666,14.08%,24000,77000,14.82,0,19,12,100,1,20103
132247,30.75%,12000,125000,16.54,2,29,21,84,0,95383
49756,11.39%,21000,130000,25.01,1,33,16,84,0,187393
167230,9.44%,5600,100300,12.39,0,32,15,100,0,40025
258323,6.11%,40000,144000,16.98,0,22,14,100,0,72987
122741,12.62%,10000,68000,10.81,0,24,9,70,1,39719
151449,10.42%,10000,150000,11.74,0,30,25,100,0,130454
192134,21.85%,8000,44000,29.68,0,21,10,100,1,37428
154222,24.85%,14000,60600,25.33,0,15,11,100,0,49180
103412,7.07%,4500,70000,24.82,0,24,11,100,0,56606
95665,12.74%,6000,85000,25.68,0,35,28,100,1,41135
201455,20.00%,5500,62000,17.73,0,32,10,96,0,21834
154428,19.03%,35000,72100,15.55,0,23,10,100,0,33236
183262,7.97%,4000,80000,7.16,0,32,24,96,0,76004
226905,14.03%,3600,45000,14.03,1,26,20,95,0,54129
23020,11.44%,10000,29000,20.2,0,28,13,96,0,36611
170910,9.93%,15000,46000,4.98,0,24,9,100,1,9299
14718,14.99%,1600,18000,11.8,0,15,4,93,0,16799
101290,9.44%,6000,51840,10.22,0,15,13,100,0,15358
182727,23.88%,4000,59000,29.93,0,36,14,97,0,33847
144400,24.85%,30800,100000,23.89,0,78,17,77,0,244114
152842,15.05%,4000,20000,21.31,0,6,5,100,0,13502
255963,23.40%,25000,99170,29.27,1,27,8,92,0,37404
7697,26.24%,12600,30000,24.0,0,14,7,100,0,27903
176624,12.62%,20000,150000,27.81,0,44,22,97,0,134467
883,11.49%,9000,60000,17.04,0,5,4,100,0,28571
99798,11.99%,28000,42000,15.34,0,20,6,95,0,19465
162172,11.99%,20000,100000,17.44,0,31,15,96,0,53077
62866,11.99%,4000,31200,28.61,0,36,17,100,0,21509
6778,8.24%,12000,125000,15.96,1,19,9,94,0,62228
63592,12.62%,12000,96000,11.6,0,20,14,95,0,33991
103356,7.97%,14400,130000,15.74,0,17,9,94,0,56409
221282,17.47%,2500,23679,21.29,0,11,5,100,1,7675
4191,7.49%,10000,14000,66.72,0,53,21,100,1,29416
138070,10.42%,4000,66000,12.87,0,26,19,92,0,18462
165754,15.05%,3025,45000,23.55,0,8,7,100,0,59242
36030,11.44%,6000,85000,13.57,1,17,9,82,0,37565
191639,16.01%,1000,33000,26.22,0,13,5,92,0,21735
134902,19.03%,9600,43000,21.4,0,19,10,100,0,21504
137273,15.05%,2400,48000,4.25,0,19,2,89,0,3451
221931,9.58%,12000,55000,33.47,0,36,8,100,0,64079
88606,6.99%,5000,81000,15.57,1,27,8,96,0,42435
259069,20.89%,26400,45000,25.41,0,26,15,96,0,39595
143906,16.02%,16000,107000,22.59,1,21,16,90,0,87360
38313,13.49%,12000,59000,18.02,0,20,9,80,0,56136
152756,16.02%,25000,70000,30.45,0,29,18,100,1,48872
150456,9.44%,12500,65000,22.07,0,28,13,78,0,17880
251224,11.55%,15000,80000,13.04,0,31,9,100,0,112015
48957,11.39%,15000,80000,13.71,0,22,8,90,0,43726
73068,7.35%,7200,85000,7.09,0,16,10,100,0,17593
207803,17.09%,12000,60000,15.68,1,8,6,100,0,14663
76117,9.44%,4000,56000,6.79,0,36,10,86,0,1747
111153,15.05%,35000,45000,5.79,0,28,21,100,0,5645
185680,12.62%,5000,60000,17.18,1,19,12,94,0,24142
15241,15.99%,18000,115000,23.26,0,50,20,100,0,95986
98789,12.74%,12000,78000,26.09,2,13,8,69,0,64089
94900,5.32%,5000,115000,20.51,0,30,18,100,0,50890
202542,10.91%,10000,60000,17.14,0,31,20,93,1,25306
58684,25.82%,10000,26000,28.53,0,22,8,95,0,19078
233013,15.04%,3625,45000,25.44,0,19,9,87,1,39856
238479,16.01%,5500,100920,30.6,0,50,20,98,0,123606
6897,14.99%,15000,50000,34.25,0,22,16,100,1,58037
57514,7.21%,8000,250000,8.0,0,47,18,97,0,45136
26828,13.49%,9600,65000,25.44,0,23,9,95,0,47415
53077,10.91%,8400,34320,33.81,0,14,9,92,0,25161
46123,12.74%,15000,65000,13.44,0,9,7,100,1,18134
93966,14.99%,26000,152500,9.59,0,9,5,100,0,42758
190264,14.07%,14000,45000,24.24,0,29,25,100,0,33590
138890,9.44%,14000,250000,4.01,0,19,11,100,0,92882
69966,20.00%,18000,45000,22.19,0,37,29,100,0,138662
77316,14.99%,19800,50000,12.84,1,18,8,94,0,16147
208988,30.79%,25000,80000,24.17,0,28,12,100,0,70187
259997,19.92%,8000,50000,18.31,0,16,12,100,0,37026
204668,9.44%,8000,45000,2.5,0,11,4,81,0,1196
30826,19.99%,11900,55000,15.2,1,24,14,91,1,15068
160825,9.44%,6300,42143,8.94,1,39,22,97,0,69319
91468,23.99%,4500,195000,25.64,0,49,27,100,0,255026
117829,12.62%,16000,75000,13.81,2,21,10,76,0,46684
258158,13.56%,13000,60000,25.38,0,15,8,93,1,55561
238529,15.04%,3000,80000,22.34,0,23,9,95,0,55366
188072,6.71%,35000,104000,12.16,0,19,9,94,0,44710
59038,16.02%,10000,40000,18.15,0,25,16,100,0,20217
55454,10.42%,15000,42000,37.91,0,17,10,100,0,73780
206363,7.35%,36000,250000,4.7,0,24,9,100,0,96640
89827,12.74%,30000,90000,17.65,0,19,9,95,0,46369
93613,7.24%,28000,89000,21.64,0,21,11,100,0,40035
115104,13.59%,10000,90000,20.49,0,24,10,100,1,144869
196465,11.98%,10500,70000,19.77,0,23,4,87,0,64482
202075,12.62%,8500,42000,29.54,1,22,14,90,0,44162
23961,13.49%,5000,70767,11.38,0,12,6,100,0,19721
162868,9.44%,3000,80000,16.17,0,30,7,100,0,33408
142533,13.59%,35000,135000,20.35,0,43,9,100,0,81142
244832,7.84%,15000,43000,23.92,0,13,7,100,1,43597
13703,10.49%,15400,145000,19.9,1,42,27,87,0,84677
78137,13.59%,4800,35000,24.93,0,11,8,100,0,21093
141846,10.91%,2500,80000,8.37,0,29,16,82,1,8693
183772,14.08%,11500,100000,10.22,1,30,9,86,0,18896
163273,6.72%,12000,32000,17.37,0,20,13,80,0,7455
245457,17.97%,3000,110000,27.07,0,35,11,85,0,142411
62460,15.05%,2400,46000,34.42,0,13,7,100,0,37535
202977,18.06%,30000,60000,15.94,0,21,11,95,1,59766
